timestamp,rev_FCR_D,rev_DA,rev_IM,PnL
2026-03-01 00:00:00,0.0,69.763949294052,-60.237075090143605,9.526874203908392
2026-03-01 00:15:00,0.0,74.89668906806946,-55.74480720787557,19.151881860193896
2026-03-01 00:30:00,0.0,94.15556393695846,-58.46296526741511,35.69259866954335
2026-03-01 00:45:00,0.0,-57.12402526256813,89.64723404485605,32.52320878228792
2026-03-01 01:00:00,0.0,-81.61107651856196,88.50693387968198,6.895857361120022
2026-03-01 01:15:00,0.0,-69.36089918893214,74.58436623022074,5.2234670412886
2026-03-01 01:30:00,0.0,97.62329070983228,-49.012710941825176,48.6105797680071
2026-03-01 01:45:00,0.0,-75.60525582409974,116.41902362682097,40.81376780272123
2026-03-01 02:00:00,0.0,73.38589133704663,-44.30389682066004,29.081994516386587
2026-03-01 02:15:00,0.0,57.09371076968678,35.8446928948736,92.93840366456038
2026-03-01 02:30:00,0.0,57.863136899057466,14.36239453744184,72.22553143649931
2026-03-01 02:45:00,0.0,60.69803821466764,-9.0089419819757,51.68909623269194
2026-03-01 03:00:00,0.0,57.00853581312583,-33.974707487932704,23.033828325193127
2026-03-01 03:15:00,0.0,39.63745995722387,-26.966711095136894,12.670748862086974
2026-03-01 03:30:00,0.0,53.40158504905265,26.94702531973204,80.34861036878469
2026-03-01 03:45:00,0.0,78.5943134668967,-4.91609278407168,73.67822068282501
2026-03-01 04:00:00,0.0,64.97202026949749,13.986503337908475,78.95852360740597
2026-03-01 04:15:00,0.0,47.032856702909356,-1.0504706491066582,45.9823860538027
2026-03-01 04:30:00,0.0,54.030483471732595,-1.0588639901074786,52.97161948162512
2026-03-01 04:45:00,0.0,46.95667758729124,2.8036294124964205,49.76030699978766
2026-03-01 05:00:00,0.0,-48.102758545754,18.02011453282543,-30.08264401292857
2026-03-01 05:15:00,0.0,71.95425816289027,-9.476804190679665,62.477453972210604
2026-03-01 05:30:00,0.0,67.51500390609364,10.524341448394573,78.0393453544882
2026-03-01 05:45:00,0.0,57.224445501991134,-0.6897668834695735,56.53467861852156
2026-03-01 06:00:00,0.0,47.593003852499116,-7.387630970467975,40.20537288203114
2026-03-01 06:15:00,0.0,62.48377617925573,5.146388650563211,67.63016482981894
2026-03-01 06:30:00,0.0,59.58364946030141,5.114714039002444,64.69836349930385
2026-03-01 06:45:00,0.0,55.71651865436061,-11.86643434522866,43.85008430913195
2026-03-01 07:00:00,0.0,-52.982484398339274,-4.188621848699585,-57.17110624703886
2026-03-01 07:15:00,0.0,51.66332939529685,14.757867826709248,66.4211972220061
2026-03-01 07:30:00,0.0,66.52621222774671,3.596326301856073,70.12253852960278
2026-03-01 07:45:00,0.0,62.20860805792313,-64.46664047578224,-2.2580324178591127
2026-03-01 08:00:00,0.0,-43.26187244653472,70.32266831666281,27.060795870128096
2026-03-01 08:15:00,0.0,52.248978106826904,-37.89728158552985,14.35169652129705
2026-03-01 08:30:00,0.0,-49.99588990587614,80.93965696111857,30.943767055242432
2026-03-01 08:45:00,0.0,-7.376024999188212,118.61388100202814,111.23785600283992
2026-03-01 09:00:00,0.0,-43.19631471721281,539.887281820748,496.6909671035351
2026-03-01 09:15:00,0.0,1.2389186767321565,802.1709478174416,803.4098664941738
2026-03-01 09:30:00,0.0,4.926572670816603,766.0166660951303,770.943238765947
2026-03-01 09:45:00,0.0,18.812646428380578,13.390469700633139,32.203116129013715
2026-03-01 10:00:00,0.0,2.1354028073564595,45.73713315130915,47.87253595866561
2026-03-01 10:15:00,0.0,4.093718919023981,28.892694394664847,32.98641331368883
